Nationalstrasse;Abschnitt;fid Zahl;fid Text;fid QGIS;Name Bushaltestelle;Landeskoordinate E;Landeskoordinate N;Typ der Bushaltestelle;Bemerkung zum Typ der Bushaltestelle;Bushaltestelle mit Einbuchtung / auf Fahrbahn;"Ausrüstung
der Haltestelle";Bemerkungen;Lmin TOT;Lmin ZAP;Bmin ZAP;hmin ZAP;Lmin ZAR;Bmin ZAR;hmin ZAR;Lmin ZDE;Bmin ZDE;hmin ZDE;pmax Rampen;pmax Querrichtung;Hindernisse;Bemerkung zum Hindernis;Markierung Taktilo-Visuel;Markierung Haltekante;BehiGe-Konform;Anpassung an BehiGe verhältnismässig;Filiale
N01;40;260;260;260;Zürich, Waldgarten;2684491;1251007;Sonst;;auf Fahrbahn;Haltekante;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N01;42;261;261;261;Dübendorf, Neugut Süd;2687810;1250865.1;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Höhe um 16, aber sehr knapp;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N01;42;262;262;262;Dübendorf, Neugut Süd;2687764;1250860;Sonst;;auf Fahrbahn;Haltekante;Höhe um 16, aber sehr knapp;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N01;42;263;263;263;Dietlikon, Aegert;2689260;1251925;Sonst;;auf Fahrbahn;Haltekante;Brücke über Autobahn;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N01;48;264;264;264;Winterthur, Autobahn;2694154;1263121;;Sieht auf Streetview aus wie Typ 1;mit Einbuchtung;Haltebucht mit Unterstand;Brücke über Autobahn;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;ja;keine;ja;nein;F4
N11;60;299;299;299;Glattbrugg, Riethofstrasse;2685294;1254592;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N03;52;276;276;276;Zuerich, Hertersteg;2681905;1246891;1;;auf Fahrbahn;Haltekante mit Unterstand;;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;eine;ja;nein;F4
N03;52;277;277;277;Zuerich, Hertersteg;2681900.9;1246875.1;1;;auf Fahrbahn;Haltekante;;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;ja;eine;ja;nein;F4
N14;72;300;300;300;Hirzel, Vorderi Siten / Hirzel, Post;2688795;1230082;Sonst;;mit Einbuchtung;Haltebucht;"ACHTUNG: Haltestelle ist gemäss Bilderm aus VDS und StreetView umbenannt und leicht verlegt worden
Randstein und Taktilo könnte gemacht werden";≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N14;72;301;301;301;Hirzel, Vorderi Siten / Hirzel, Post;2688785.9;1230108;;;mit Einbuchtung;Haltebucht;"ACHTUNG: Haltestelle ist gemäss Bilderm aus VDS und StreetView umbenannt  worden
Randstein und Taktilo könnte gemacht werden";≥18m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N14;72;302;302;302;Horgen, Enderholz;2688764;1231160;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;Haltestelle liegt im Wald;≥18m;≥2.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;nein;F4
N14;72;303;303;303;Horgen, Enderholz;2688772;1231283;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;Haltestelle liegt im Wald;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;nein;F4
N14;72;304;304;304;Horgen, Hanegg;2688869;1231800;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F4
N14;72;305;305;305;Horgen, Hanegg;2688867;1231815;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F4
N14;72;306;306;306;Wädenswil, Burstel;2689873;1231169;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;≥16cm;>6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F4
N14;72;307;307;307;Wädenswil, Burstel;2689887;1231216;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;≥16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N14;72;308;308;308;Waedenswil, Neubuehl;2690558;1231922;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N14;72;309;309;309;Waedenswil, Neubuehl;2690537;1231925;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N15;4;310;310;310;Wetzikon ZH, Stadion;2702840;1241266;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N15;4;311;311;311;Wetzikon ZH, Stadion;2702894;1241262;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N15;4;312;312;312;Wetzikon ZH, Medikon/Kulti;2701917;1242304;;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;ja;Velostreifen vor Unterstand;ja;keine;nein;ja;F4
N15;4;313;313;313;Hinwil, Bossikon;2703957;1240694;;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.3m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;ja;einseitig zugänglich;ja;keine;nein;ja;F4
N15;4;314;314;314;Hinwil, Bossikon;2703939;1240718;;;auf Fahrbahn;Haltekante;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.3m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;ja;keine;nein;ja;F4
N15;4;315;315;315;Hinwil, Zürichstrasse;2704441;1240460;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich. Bäume;nein;keine;nein;ja;F4
N15;4;316;316;316;Hinwil, Zürichstrasse;2704431;1240484;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N15;4;317;317;317;Hinwil, Kreuzplatz;2705406;1240174;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N15;6;318;318;318;Bubikon, Bad Kämmoos;2705292;1235379;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N15;6;319;319;319;Bubikon, Bad Kämmoos;2705339;1235374;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N03;56;278;278;278;Richterswil, Obermatt;2694535;1228885;;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.3m;≥16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N03;56;279;279;279;Richterswil, Obermatt;2694470;1228800;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F4
N03;60;280;280;280;Pfaeffikon SZ, Schweizerhof;2702470;1228776;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N03;60;281;281;281;Pfaeffikon SZ, Schweizerhof;2702513;1228792;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N03;60;282;282;282;Lachen SZ, Spreite;2707755;1227260;;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N03;68;283;283;283;Weesen, Restaurant Bahnhof;2725527;1221549;;;;;;;;;;;;;;;;;;ja;"Diese Haltestelle wurde verschoben
und liegt jetzt ca. 70m ausserhalb
des Perimeters (siehe Bild 283_ort-1";nein;keine;nein;nein;F4
N03;76;284;284;284;Flums, Galserschstrasse;2745429;1217844;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;Kurve ;nein;keine;nein;ja;F4
N03;76;285;285;285;Flums, Galserschstrasse;2745431.9;1217861;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F4
N03;76;286;286;286;Sargans, Castels;2751870;1212382;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;320;320;320;Naefels, Schoenegg;2723479;1218371;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;ja;Zugänglichkeit;nein;keine;nein;ja;F4
N17;2;321;321;321;Naefels, Schoenegg;2723485;1218403;Sonst;;auf Fahrbahn;Nur Tafel;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;ja;Tankstelle;nein;keine;nein;ja;F4
N17;2;322;322;322;Naefels, Letz;2723322;1218077;;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;323;323;323;Naefels, Letz;2723323;1218053;;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;324;324;324;Naefels, Freulerpalast;2723275;1217803;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;325;325;325;Naefels, Freulerpalast;2723286;1217818;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;Restauranttische;nein;keine;nein;ja;F4
N17;2;326;326;326;Naefels, Kino;2723313;1217514;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;327;327;327;Naefels, Kino;2723329;1217520;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;328;328;328;Naefels, Oberdorf;2723160;1217227;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;ja;Halb auf Strasse, halb auf Trottoire;nein;keine;nein;ja;F4
N17;2;329;329;329;Naefels, Oberdorf;2723204;1217289;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;330;330;330;Naefels, Krumm;2723023;1216971;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;331;331;331;Naefels, Krumm;2723044;1216983;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;332;332;332;Netstal, Wiggis Park;2722976;1214120;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;333;333;333;Netstal, Wiggis Park;2722981;1214206.1;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;334;334;334;Netstal, Post;2722832;1213858;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;335;335;335;Netstal, Post;2722838;1213851;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;336;336;336;Netstal, Gemeinde;2722732;1213651;Sonst;"""Unterstand"" unter Fussgängerüberführung";auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;337;337;337;Netstal, Gemeinde;2722739;1213648.9;Sonst;"""Unterstand"" unter Fussgängerüberführung";auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F4
N17;2;338;338;338;Netstal, Altersheim;2722645;1213133.9;;;mit Einbuchtung;Haltebucht;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.3m;≥16cm;≥4.2m;≥1.2m;≥16cm;>6%;<2%;nein;;ja;keine;nein;ja;F4
N17;2;339;339;339;Netstal, Altersheim;2722620.9;1213196;;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.3m;≥16cm;≥4.2m;≥1.2m;≥16cm;>6%;<2%;nein;;ja;keine;nein;ja;F4
N24;82;429;429;429;Gaggiolo, Confine;2714836;1077784;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F5
N24;82;428;428;428-S;Stabio, Madonnina;2715140;1077955;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F5
N24;82;428;428;428-N;Stabio, Madonnina;2715140;1077955;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F5
N24;82;427;427;427-S;Stabio, Case Rapelli;2715629;1078136;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N24;82;427;427;427-N;Stabio, Case Rapelli;2715629;1078136;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N24;82;426;426;426-S;Stabio, Dazio Vecchio;2716221;1078372;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N24;82;426;426;426-N;Stabio, Dazio Vecchio;2716221;1078372;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N24;82;425;425;425-SO;Stabio, Posta;2716517;1078572;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N24;82;425;425;425-NW;Stabio, Posta;2716517;1078572;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N02;80;430;430;430-SW;Bissone, autostrada;2718343;1090169;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F5
N02;80;430;430;430-NO;Bissone, autostrada;2718343;1090169;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F5
N02;80;431;431;431-S;Pambio-Noranco, Posta;2715775;1093759;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N02;80;431;431;431-N;Pambio-Noranco, Posta;2715775;1093759;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N02;80;432;432;432-S;Rivera, Caslaccio;2714642;1109335;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N02;80;432;432;432-N;Rivera, Caslaccio;2714642;1109335;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N13;1;423;423;423-S;Contone, Posta;2714923;1112076;;;auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N13;1;423;423;423-N;Contone, Posta;2714923;1112076;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F5
N13;1;424;424;424-S;Quartino, Centro Luserte;2713840;1112307;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F5
N13;1;424;424;424-N;Quartino, Centro Luserte;2713840;1112307;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F5
N13;12;392;392;392-S;Mesocco, Castello;2737976;1138386;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;ja;einseitig zugänglich;nein;keine;nein;nein;F5
N13;12;392;392;392-N;Mesocco, Castello;2737976;1138386;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht;;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;Kein Trottoire;nein;keine;nein;nein;F5
N13;20;393;393;393-S;Nufenen, Dorf;2738483;1155725;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht mit Unterstand;;≥12m;≥2.4m;≥1.2m;<16cm;<5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;Kein Trottoire;nein;keine;nein;nein;F5
N13;20;393;393;393-N;Nufenen, Dorf;2738483;1155725;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht mit Unterstand;;≥12m;≥2.4m;≥1.2m;<16cm;<5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;nein;F5
N13;20;394;394;394-S;Medels im Rheinwald, Abzw.;2742462;1156522;Sonst;Passroutehaltestelle;mit Einbuchtung;Haltebucht mit Unterstand;;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;ja;kein Trottoire;nein;keine;nein;nein;F5
